Gene	Datasets	Intersected	Size	Assay	Type	Weight
NCAPD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NLRX1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ANGPTL3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RELCH	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAD50	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HMGN5	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
KYAT3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TJP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHX36	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MT-ATP8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HPS3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
XPNPEP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NXF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARFGEF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FAM91A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PKLR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CDH5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ATP2C1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZFR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CCAR2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AKAP10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AGA	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CA1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
DNAJC19	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ADIPOQ	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
STAB2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MBL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IL1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLA2G7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PDE3A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLITRK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LGALS4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ENTPD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SEZ6L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SOD1	28_Rat;29_Rat;31_Rabbit	3	4	in vivo	Bone	0.0134007265988833
AREG	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TBK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CAMKK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SERPINA3	29_Rat	1	4	in vivo	Bone	0.008
SBDS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AIF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PCSK7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IL18RAP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BCAR3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CMPK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ERBB2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TPO	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C8A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CSF3R	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
STK17B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ICOS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPOCK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CHST15	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRRTM3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRKCB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAPK12	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FLRT1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CAMK2A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IMPDH2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IMPDH1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
UBE2N	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EPB41	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CSNK2A2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SHC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAPKAPK3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CASP10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MATN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NRXN1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CFI	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IGF1R	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SEMA6A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PTEN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KEAP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BMPR1A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRP1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPP3CA	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CAST	29_Rat	1	4	in vivo	Bone	0.008
MED1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ERBB4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
THPO	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
JAK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CYP3A4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TNFSF15	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HRG	29_Rat	1	4	in vivo	Bone	0.008
GPT	30_Rat	1	4	in vivo	Bone	0.032258064516129
HCK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BID	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
OMD	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EHMT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NCK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LIFR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
F11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZAP70	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IL1RN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSMA1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PAK6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TIE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PIK3CG	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNTN5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SIRT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRSS3	29_Rat	1	4	in vivo	Bone	0.008
BRF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IL5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RGMB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GHR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BPI	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C2	29_Rat	1	4	in vivo	Bone	0.008
EPS15L1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CDC42BPB	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MPO	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CD83	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MB	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
TAB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPAMD8	28_Rat	1	4	in vivo	Bone	0.00510204081632653
COL15A1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
CP	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PDLIM3	28_Rat	1	4	in vivo	Bone	0.00510204081632653
XDH	28_Rat	1	4	in vivo	Bone	0.00510204081632653
GPD1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PVALB	28_Rat	1	4	in vivo	Bone	0.00510204081632653
MYL2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
CALM1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
CALM2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PPIAL4D	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4E	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4F	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4H	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4G	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4A	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPIAL4C	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
AMPD1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PGAM2	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
CA2	28_Rat	1	4	in vivo	Bone	0.00510204081632653
LGALS14	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
LGALS13	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
LGALS16	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PPP1CA	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
PNP	28_Rat	1	4	in vivo	Bone	0.00510204081632653
PLGLB1	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
PLGLB2	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
CAP1	28_Rat	1	4	in vivo	Bone	0.00510204081632653
UQCRC1	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
FETUB	28_Rat	1	4	in vivo	Bone	0.00510204081632653
C4B	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
TAF3	28_Rat	1	4	in vivo	Bone	0.00510204081632653
RIPOR2	28_Rat;31_Rabbit	2	4	in vivo	Bone	0.00540072659888328
KLHL41	28_Rat	1	4	in vivo	Bone	0.00510204081632653
GDA	28_Rat;29_Rat	2	4	in vivo	Bone	0.0131020408163265
CCNDBP1	29_Rat;30_Rat	2	4	in vivo	Bone	0.040258064516129
NRP2	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
ZDHHC11B	29_Rat	1	4	in vivo	Bone	0.008
ZDHHC11	29_Rat	1	4	in vivo	Bone	0.008
PLPP7	29_Rat	1	4	in vivo	Bone	0.008
DENND2B	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
MRRF	29_Rat	1	4	in vivo	Bone	0.008
CHST11	29_Rat	1	4	in vivo	Bone	0.008
FFAR4	29_Rat	1	4	in vivo	Bone	0.008
LLGL1	29_Rat	1	4	in vivo	Bone	0.008
SNTB1	29_Rat	1	4	in vivo	Bone	0.008
HPS5	29_Rat	1	4	in vivo	Bone	0.008
SPZ1	29_Rat	1	4	in vivo	Bone	0.008
USP20	29_Rat	1	4	in vivo	Bone	0.008
CALCA	29_Rat	1	4	in vivo	Bone	0.008
GPX1	29_Rat	1	4	in vivo	Bone	0.008
H3-7	29_Rat	1	4	in vivo	Bone	0.008
LMLN	29_Rat	1	4	in vivo	Bone	0.008
ADRM1	29_Rat	1	4	in vivo	Bone	0.008
CDV3	29_Rat	1	4	in vivo	Bone	0.008
EVI5L	29_Rat;31_Rabbit	2	4	in vivo	Bone	0.00829868578255675
TMPRSS13	29_Rat	1	4	in vivo	Bone	0.008
H3-5	29_Rat	1	4	in vivo	Bone	0.008
SNTB2	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
CNOT11	30_Rat	1	4	in vivo	Bone	0.032258064516129
NMRAL1	30_Rat	1	4	in vivo	Bone	0.032258064516129
TTK	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
HCLS1	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
SSNA1	30_Rat	1	4	in vivo	Bone	0.032258064516129
TAF5	30_Rat	1	4	in vivo	Bone	0.032258064516129
DAZAP1	30_Rat	1	4	in vivo	Bone	0.032258064516129
NASP	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
CARHSP1	30_Rat	1	4	in vivo	Bone	0.032258064516129
TNNC1	30_Rat	1	4	in vivo	Bone	0.032258064516129
MYH7	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
AKAP14	30_Rat	1	4	in vivo	Bone	0.032258064516129
U2SURP	30_Rat;31_Rabbit	2	4	in vivo	Bone	0.0325567502986858
APOBR	30_Rat	1	4	in vivo	Bone	0.032258064516129
HEMGN	30_Rat	1	4	in vivo	Bone	0.032258064516129
ACOX2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NUBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FPR1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GMPR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GMPR2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KPNA4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KRT3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KIF12	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KIF14	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NR1H3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MARCKSL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MEPE	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MED6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAPK13	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SMAD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LCK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
OSBPL11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZDHHC6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FKBP1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLCL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSEN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PIP	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PTGER3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSMB11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PSMB6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AGO2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPM1A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TGM1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RPS6KA3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ATP2A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SCTR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SH3GL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SLC16A10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SYNJ1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TSHR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
INSRR	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP11	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
USP13	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AFAP1L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARRDC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ASB8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SHOC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CMYA5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COG5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CSPP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHX32	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DNAJA4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF4E1B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ELMO3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
INKA2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FAM217B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FBH1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FBXO40	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FGD6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FSD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LNX1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MTMR4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYBPC3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NUDT13	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
QRICH2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RANBP10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAPGEF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RGS21	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RNF114	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SALL4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SEMA5B	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SNUPN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TBC1D16	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
TNRC6A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZFYVE19	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZNF786	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ABTB2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ACSL5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ADGRF3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ADGRG4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
AGTPBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ALX3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARHGAP32	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARHGEF5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ARSL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
BMP2K	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CSTPP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C1QTNF5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
C2CD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SPATA48	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
VXN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CACNA1D	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KNL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CCBE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CCDC39	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CDK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CDK6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CEP162	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CHD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CLIP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CNOT6L	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COL28A1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
COPS4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPA6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CPNE5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CSAD	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CUL4A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CWC27	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CYLC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DDI1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHRS7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DHRS9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DMTN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DMXL1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DNAH8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
DST	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EGFLAM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EHMT1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EIF2AK4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
EMP3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ETS2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ABRAXAS2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FAM199X	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RIPOR3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CIAO2A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HOOK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FOXA2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FOXK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FRYL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
FSIP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GABRA4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GRIK1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HDAC6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HERC2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HIPK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
HSPBAP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IKZF3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IRF2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
IRX5	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KAZALD1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KBTBD3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KCNF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KCNK16	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KCTD21	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KEL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
GARRE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
KMT2E	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LANCL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZMYM6	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRIG2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRRC34	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
LRTM2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MACF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MAP3K15	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MON1A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MPDZ	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MPP2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MRPL18	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYBL2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
MYOM2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NDUFB3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NDUFC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NFE2L2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NIPAL3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NIT2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NLRP10	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NOL4	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NRBP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NSMAF	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NUP107	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NUP43	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NYNRIN	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
OTOF	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PAFAH1B3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PAPSS2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PARP8	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PASK	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PCSK2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PCYOX1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLD2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PLXNB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
CCDC30	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPP6R1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PPRC1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRPSAP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
PRUNE1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
NECTIN2	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
QPCT	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RAF1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RARS1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RASIP1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RASL11A	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RBM22	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RCBTB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RGS22	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RGS7	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RLIM	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RNF185	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RP9	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
ZNF34	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RREB1	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
RYR3	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SACS	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
SDSL	31_Rabbit	1	4	in vivo	Bone	0.00029868578255675
